Question | Wrong Answer | Expected Answer | Option ID
What were my total sales in Warwick Rolling 13 Periods? | Total sales in store Warwick Rolling 13 Periods. | Total sales in Warwick Rolling 13 Periods. | 4
What were my total sales in Colonie Rolling 13 Periods? | Total sales in store Colonie Rolling 13 Periods. | Total sales in Colonie Rolling 13 Periods. | 4
What were my total sales in Madison NY Rolling 13 Periods? | Total sales in store Madison NY Rolling 13 Periods. | Total sales in Madison NY Rolling 13 Periods. | 4
What were my total sales in Oswego Rolling 13 Periods? | Total sales in store Oswego Rolling 13 Periods. | Total sales in Oswego Rolling 13 Periods. | 4
What were my total sales in Lebanon Rolling 13 Periods? | Total sales in store Lebanon Rolling 13 Periods. | Total sales in Lebanon Rolling 13 Periods. | 4
What were my total sales in So. Burlington Rolling 13 Periods? | Total sales in store So. Burlington Rolling 13 Periods. | Total sales in So. Burlington Rolling 13 Periods. | 4
What were my total sales in Shrewsbury Rolling 13 Periods? | Total sales in store Shrewsbury Rolling 13 Periods. | Total sales in Shrewsbury Rolling 13 Periods. | 4
What were my total sales in Colchester Rolling 13 Periods? | Total sales in store Colchester Rolling 13 Periods. | Total sales in Colchester Rolling 13 Periods. | 4
What were my total sales in Hopkinton Rolling 13 Periods? | Total sales in store Hopkinton Rolling 13 Periods. | Total sales in Hopkinton Rolling 13 Periods. | 4
What were my total sales in Middletown CT Rolling 13 Periods? | Total sales in store Middletown CT Rolling 13 Periods. | Total sales in Middletown CT Rolling 13 Periods. | 4
What were my total sales in Lenox Rolling 13 Periods? | Total sales in store Lenox Rolling 13 Periods. | Total sales in Lenox Rolling 13 Periods. | 4
What were my total sales in Chenango Rolling 13 Periods? | Total sales in store Chenango Rolling 13 Periods. | Total sales in Chenango Rolling 13 Periods. | 4
What were my total sales in Cooperstown Rolling 13 Periods? | Total sales in store Cooperstown Rolling 13 Periods. | Total sales in Cooperstown Rolling 13 Periods. | 4
What were my total sales in Marshall's Creek Rolling 13 Periods? | Total sales in store Marshall's Creek Rolling 13 Periods. | Total sales in Marshall's Creek Rolling 13 Periods. | 4
What were my total sales in Binghamton Rolling 13 Periods? | Total sales in store Binghamton Rolling 13 Periods. | Total sales in Binghamton Rolling 13 Periods. | 4
What were my total sales in Saratoga Rolling 13 Periods? | Total sales in store Saratoga Rolling 13 Periods. | Total sales in Saratoga Rolling 13 Periods. | 4
What were my total sales in Gardner Rolling 13 Periods? | Total sales in store Gardner Rolling 13 Periods. | Total sales in Gardner Rolling 13 Periods. | 4
What were my total sales in Webster Rolling 13 Periods? | Total sales in store Webster Rolling 13 Periods. | Total sales in Webster Rolling 13 Periods. | 4
What were my total sales in Alexandria Bay Rolling 13 Periods? | Total sales in store Alexandria Bay Rolling 13 Periods. | Total sales in Alexandria Bay Rolling 13 Periods. | 4
What were my total sales in Little Falls Rolling 13 Periods? | Total sales in store Little Falls Rolling 13 Periods. | Total sales in Little Falls Rolling 13 Periods. | 4
What were my total sales in Storrs Rolling 13 Periods? | Total sales in store Storrs Rolling 13 Periods. | Total sales in Storrs Rolling 13 Periods. | 4
What were my total sales in Sutton MA Rolling 13 Periods? | Total sales in store Sutton MA Rolling 13 Periods. | Total sales in Sutton MA Rolling 13 Periods. | 4
What were my total sales in Watervliet Rolling 13 Periods? | Total sales in store Watervliet Rolling 13 Periods. | Total sales in Watervliet Rolling 13 Periods. | 4
What were my total sales in Chatham Rolling 13 Periods? | Total sales in store Chatham Rolling 13 Periods. | Total sales in Chatham Rolling 13 Periods. | 4
What were my total sales in Warrensburg Rolling 13 Periods? | Total sales in store Warrensburg Rolling 13 Periods. | Total sales in Warrensburg Rolling 13 Periods. | 4
What were my total sales in Oxford Rolling 13 Periods? | Total sales in store Oxford Rolling 13 Periods. | Total sales in Oxford Rolling 13 Periods. | 4
What were my total sales in Ft Edward Rolling 13 Periods? | Total sales in store Ft Edward Rolling 13 Periods. | Total sales in Ft Edward Rolling 13 Periods. | 4
What were my total sales in Clifton Park Plaza Rolling 13 Periods? | Total sales in store Clifton Park Plaza Rolling 13 Periods. | Total sales in Clifton Park Plaza Rolling 13 Periods. | 4
What were my total sales in Tupper Lake Rolling 13 Periods? | Total sales in store Tupper Lake Rolling 13 Periods. | Total sales in Tupper Lake Rolling 13 Periods. | 4
What were my total sales in North Adams Rolling 13 Periods? | Total sales in store North Adams Rolling 13 Periods. | Total sales in North Adams Rolling 13 Periods. | 4
What were my total sales in Lenox Rolling 13 Periods? | Total sales in store Lenox Rolling 13 Periods. | Total sales in Lenox Rolling 13 Periods. | 4
What were my total sales in Watervliet Rolling 13 Periods? | Total sales in store Watervliet Rolling 13 Periods. | Total sales in Watervliet Rolling 13 Periods. | 4
What were my total sales in Saratoga Rolling 13 Periods? | Total sales in store Saratoga Rolling 13 Periods. | Total sales in Saratoga Rolling 13 Periods. | 4
What were my total sales in Oswego Rolling 13 Periods? | Total sales in store Oswego Rolling 13 Periods. | Total sales in Oswego Rolling 13 Periods. | 4
What were my total sales in Fulton Rolling 13 Periods? | Total sales in store Fulton Rolling 13 Periods. | Total sales in Fulton Rolling 13 Periods. | 4
What were my total sales in Dunmore St. Rolling 13 Periods? | Total sales in store Dunmore St. Rolling 13 Periods. | Total sales in Dunmore St. Rolling 13 Periods. | 4
What were my total sales in Oneida Rolling 13 Periods? | Total sales in store Oneida Rolling 13 Periods. | Total sales in Oneida Rolling 13 Periods. | 4
What were my total sales in Colonie Rolling 13 Periods? | Total sales in store Colonie Rolling 13 Periods. | Total sales in Colonie Rolling 13 Periods. | 4
What were my total sales in Binghamton Rolling 13 Periods? | Total sales in store Binghamton Rolling 13 Periods. | Total sales in Binghamton Rolling 13 Periods. | 4
What were my total sales in Wilkes-Barre Rolling 13 Periods? | Total sales in store Wilkes-Barre Rolling 13 Periods. | Total sales in Wilkes-Barre Rolling 13 Periods. | 4
What were my total sales in Shrewsbury Rolling 13 Periods? | Total sales in store Shrewsbury Rolling 13 Periods. | Total sales in Shrewsbury Rolling 13 Periods. | 4
What were my total sales in Webster Rolling 13 Periods? | Total sales in store Webster Rolling 13 Periods. | Total sales in Webster Rolling 13 Periods. | 4
What were my total sales in Chatham Rolling 13 Periods? | Total sales in store Chatham Rolling 13 Periods. | Total sales in Chatham Rolling 13 Periods. | 4
What were my total sales in Oswego Rolling 13 Periods? | Total sales in store Oswego Rolling 13 Periods. | Total sales in Oswego Rolling 13 Periods. | 4
What were my total sales not including PRODUCE Last Complete Year? | Total sales Last Complete Year. | Total sales excluding PRODUCE Last Complete Year. | 5
What are the total sales excluding PRODUCE Last Complete Year? | Total sales Last Complete Year. | Total sales excluding PRODUCE Last Complete Year. | 5
What are the total sales not including PRODUCE Last Complete Year? | Total sales Last Complete Year. | Total sales excluding PRODUCE Last Complete Year. | 5
What are the total sales excluding BAKERY Last Complete Year? | Total sales excluding HBC Last Complete Year. | Total sales excluding BAKERY Last Complete Year. | 5
What are the total sales not including BAKERY Last Complete Year? | Total sales excluding HBC Last Complete Year. | Total sales excluding BAKERY Last Complete Year. | 5
What were my total sales excluding GROCERY Last Complete Year? | Total sales Last Complete Year. | Total sales excluding GROCERY Last Complete Year. | 5
What were my total sales not including GROCERY Last Complete Year? | Total sales Last Complete Year. | Total sales excluding GROCERY Last Complete Year. | 5
What are the total sales excluding GROCERY Last Complete Year? | Total sales Last Complete Year. | Total sales excluding GROCERY Last Complete Year. | 5
What are the total sales not including GROCERY Last Complete Year? | Total sales Last Complete Year. | Total sales excluding GROCERY Last Complete Year. | 5
What were my total sales excluding MEAT this current Period to Date? | Total sales excluding GROCERY this current Period to Date. | Total sales excluding MEAT this current Period to Date. | 5
What were my total sales excluding GROCERY this current Period to Date? | Total sales excluding PRODUCE this current Period to Date. | Total sales excluding GROCERY this current Period to Date. | 5
What are the total sales excluding GROCERY this current Period to Date? | Total sales excluding PRODUCE this current Period to Date. | Total sales excluding GROCERY this current Period to Date. | 5
What are the total sales not including GROCERY this current Period to Date? | Total sales excluding PRODUCE this current Period to Date. | Total sales excluding GROCERY this current Period to Date. | 5
What were my total sales excluding PRODUCE PTD? | Total sales excluding GROCERY PTD. | Total sales excluding PRODUCE PTD. | 5
What are the total sales excluding PRODUCE PTD? | Total sales excluding GM PTD. | Total sales excluding PRODUCE PTD. | 5
What are the total sales not including PRODUCE PTD? | Total sales excluding GM PTD. | Total sales excluding PRODUCE PTD. | 5
What were my total sales excluding GROCERY PTD? | Total sales excluding GM PTD. | Total sales excluding GROCERY PTD. | 5
What were my total sales not including GROCERY PTD? | Total sales excluding GM PTD. | Total sales excluding GROCERY PTD. | 5
What are the total sales excluding GROCERY PTD? | Total sales excluding GM PTD. | Total sales excluding GROCERY PTD. | 5
What are the total sales not including GROCERY PTD? | Total sales excluding GM PTD. | Total sales excluding GROCERY PTD. | 5
What were my total sales excluding PRODUCE Rolling 13 Weeks? | Total sales excluding DELI Rolling 13 Weeks. | Total sales excluding PRODUCE Rolling 13 Weeks. | 5
What were my total sales not including PRODUCE Rolling 13 Weeks? | Total sales excluding GM Rolling 13 Weeks. | Total sales excluding PRODUCE Rolling 13 Weeks. | 5
What are the total sales excluding PRODUCE Rolling 13 Weeks? | Total sales excluding GM Rolling 13 Weeks. | Total sales excluding PRODUCE Rolling 13 Weeks. | 5
What are the total sales not including PRODUCE Rolling 13 Weeks? | Total sales excluding GM Rolling 13 Weeks. | Total sales excluding PRODUCE Rolling 13 Weeks. | 5
What were my total sales excluding GROCERY Rolling 13 Weeks? | Total sales excluding GM Rolling 13 Weeks. | Total sales excluding GROCERY Rolling 13 Weeks. | 5
What were my total sales not including GROCERY Rolling 13 Weeks? | Total sales excluding GM Rolling 13 Weeks. | Total sales excluding GROCERY Rolling 13 Weeks. | 5
What are the total sales excluding GROCERY Rolling 13 Weeks? | Total sales excluding GM Rolling 13 Weeks. | Total sales excluding GROCERY Rolling 13 Weeks. | 5
What are the total sales not including GROCERY Rolling 13 Weeks? | Total sales excluding GM Rolling 13 Weeks. | Total sales excluding GROCERY Rolling 13 Weeks. | 5
What were my total sales not including PRODUCE Last Complete Week? | Total sales Last Complete Week. | Total sales excluding PRODUCE Last Complete Week. | 5
What are the total sales excluding PRODUCE Last Complete Week? | Total sales Last Complete Week. | Total sales excluding PRODUCE Last Complete Week. | 5
What are the total sales not including PRODUCE Last Complete Week? | Total sales Last Complete Week. | Total sales excluding PRODUCE Last Complete Week. | 5
What are the total sales not including BAKERY Last Complete Week? | Total sales excluding HBC Last Complete Week. | Total sales excluding BAKERY Last Complete Week. | 5
What were my total sales not including GROCERY Last Complete Week? | Total sales Last Complete Week. | Total sales excluding GROCERY Last Complete Week. | 5
What are the total sales excluding GROCERY Last Complete Week? | Total sales Last Complete Week. | Total sales excluding GROCERY Last Complete Week. | 5
What are the total sales not including GROCERY Last Complete Week? | Total sales Last Complete Week. | Total sales excluding GROCERY Last Complete Week. | 5
What were my total sales excluding GM Last Week? | Total sales excluding GM Last Complete Week. | Total sales excluding GM Last Week. | 5
What were my total sales not including GM Last Week? | Total sales excluding GM Last Complete Week. | Total sales excluding GM Last Week. | 5
What are the total sales excluding GM Last Week? | Total sales excluding GM Last Complete Week. | Total sales excluding GM Last Week. | 5
What are the total sales not including GM Last Week? | Total sales excluding GM Last Complete Week. | Total sales excluding GM Last Week. | 5
What are the total sales excluding PRODUCE Last Week? | Total sales Last Week. | Total sales excluding PRODUCE Last Week. | 5
